"","journal","Categories"
"21034","http://ma-graph.org/entity/2764685396","Health Policy (Q1); Pollution (Q1); Safety Research (Q1); Safety, Risk, Reliability and Quality (Q1); Public Health, Environmental and Occupational Health (Q2); Transportation (Q2)"
"21041","http://ma-graph.org/entity/2764685788","Business, Management and Accounting (miscellaneous) (Q4); Health Policy (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
"21051","http://ma-graph.org/entity/2764686628","Ophthalmology (Q4); Surgery (Q4)"
"21052","http://ma-graph.org/entity/2764686652","Cardiology and Cardiovascular Medicine (Q4); Endocrinology, Diabetes and Metabolism (Q4)"
"21053","http://ma-graph.org/entity/2764686670","Industrial and Manufacturing Engineering (Q1); Polymers and Plastics (Q1); Mechanical Engineering (Q2); Mechanics of Materials (Q2)"
"21090","http://ma-graph.org/entity/2764690092","Economics and Econometrics (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4)"
"21095","http://ma-graph.org/entity/2764690465","Geometry and Topology (Q4)"
"21105","http://ma-graph.org/entity/2764690851","Agricultural and Biological Sciences (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)"
"21108","http://ma-graph.org/entity/2764691006","Computer Science (miscellaneous) (Q3); Education (Q4)"
"21126","http://ma-graph.org/entity/2764692577","Medicine (miscellaneous) (Q1)"
"21129","http://ma-graph.org/entity/2764692968","Drug Discovery (Q4); Pharmaceutical Science (Q4)"
"21131","http://ma-graph.org/entity/2764693117","Economics, Econometrics and Finance (miscellaneous) (Q4); Education (Q4)"
"21133","http://ma-graph.org/entity/2764693166","Visual Arts and Performing Arts (Q3); History (Q4)"
"21152","http://ma-graph.org/entity/2764693939","Public Health, Environmental and Occupational Health (Q4)"
"21165","http://ma-graph.org/entity/2764694759","Automotive Engineering (Q2)"
"21179","http://ma-graph.org/entity/2764696437","Engineering (miscellaneous) (Q3)"
"21181","http://ma-graph.org/entity/2764696582","Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)"
"21182","http://ma-graph.org/entity/2764696585","Information Systems and Management (Q4); Library and Information Sciences (Q4); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)"
"21189","http://ma-graph.org/entity/2764697058","Medicine (miscellaneous) (Q3); Surgery (Q3)"
"21194","http://ma-graph.org/entity/2764697639","Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
"21210","http://ma-graph.org/entity/2764699244","Urology (Q3)"
"21212","http://ma-graph.org/entity/2764699309","Applied Mathematics (Q3); Education (Q3)"
"21250","http://ma-graph.org/entity/2764702529","Tourism, Leisure and Hospitality Management (Q2)"
"21254","http://ma-graph.org/entity/2764702794","Gastroenterology (Q1); Oncology (Q1)"
"21260","http://ma-graph.org/entity/2764703043","Electrical and Electronic Engineering (Q2); Instrumentation (Q3); Signal Processing (Q3)"
"21269","http://ma-graph.org/entity/2764703903","Engineering (miscellaneous) (Q3); Environmental Engineering (Q4); Information Systems (Q4); Management Science and Operations Research (Q4); Materials Science (miscellaneous) (Q4)"
"21276","http://ma-graph.org/entity/2764704463","Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4)"
"21279","http://ma-graph.org/entity/2764705063","Materials Chemistry (Q2); Process Chemistry and Technology (Q2); Surfaces, Coatings and Films (Q2)"
"21284","http://ma-graph.org/entity/2764705399","Health (social science) (Q1); Sociology and Political Science (Q1)"
"21286","http://ma-graph.org/entity/2764705521","Community and Home Care (Q2); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4)"
"21295","http://ma-graph.org/entity/2764706389","Environmental Engineering (Q4); Fluid Flow and Transfer Processes (Q4); Ocean Engineering (Q4); Water Science and Technology (Q4)"
"21321","http://ma-graph.org/entity/2764707789","Health Informatics (Q3); Health Information Management (Q3)"
"21333","http://ma-graph.org/entity/2764708761","Civil and Structural Engineering (Q3)"
"21337","http://ma-graph.org/entity/2764709116","Molecular Medicine (Q2); Pharmacology (Q2)"
"21356","http://ma-graph.org/entity/2764711175","Nursing (miscellaneous) (Q4)"
"21361","http://ma-graph.org/entity/2764711589","Medicine (miscellaneous) (Q4)"
"21369","http://ma-graph.org/entity/2764712545","Pulmonary and Respiratory Medicine (Q2)"
"21372","http://ma-graph.org/entity/2764712647","Neurology (clinical) (Q3); Neurology (Q4)"
"21379","http://ma-graph.org/entity/2764713139","Energy Engineering and Power Technology (Q4)"
"21381","http://ma-graph.org/entity/2764713289","Cardiology and Cardiovascular Medicine (Q3)"
"21385","http://ma-graph.org/entity/2764713751","Animal Science and Zoology (Q2); Oceanography (Q3)"
"21405","http://ma-graph.org/entity/2764715999","Civil and Structural Engineering (Q3)"
"21436","http://ma-graph.org/entity/2764719052","Education (Q4); Rehabilitation (Q4)"
"21438","http://ma-graph.org/entity/2764719117","Economics, Econometrics and Finance (miscellaneous) (Q4)"
"21443","http://ma-graph.org/entity/2764719888","Medicine (miscellaneous) (Q4)"
"21448","http://ma-graph.org/entity/2764720632","Fluid Flow and Transfer Processes (Q3); Physical and Theoretical Chemistry (Q4); Statistical and Nonlinear Physics (Q4)"
"21461","http://ma-graph.org/entity/2764721955","Cardiology and Cardiovascular Medicine (Q2); Neurology (Q3); Neurology (clinical) (Q3)"
"21469","http://ma-graph.org/entity/2764722597","Food Science (Q4); Law (Q4)"
"21476","http://ma-graph.org/entity/2764723090","Communication (Q2); Marketing (Q2)"
"21509","http://ma-graph.org/entity/2764726166","Business and International Management (Q2); Strategy and Management (Q2)"
"21513","http://ma-graph.org/entity/2764726587","Cardiology and Cardiovascular Medicine (Q3); Physiology (medical) (Q4)"
"21519","http://ma-graph.org/entity/2764727447","Water Science and Technology (Q4)"
"21529","http://ma-graph.org/entity/2764728150","Energy Engineering and Power Technology (Q1); Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
"21556","http://ma-graph.org/entity/2764730098","Pulmonary and Respiratory Medicine (Q3); Cancer Research (Q4); Oncology (Q4)"
"21570","http://ma-graph.org/entity/2764731433","Cardiology and Cardiovascular Medicine (Q4); Surgery (Q4)"
"21574","http://ma-graph.org/entity/2764731901","Horticulture (Q4)"
"21579","http://ma-graph.org/entity/2764732134","Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q3)"
"21586","http://ma-graph.org/entity/2764732502","Animal Science and Zoology (Q2); Ecology (Q2); Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
"21606","http://ma-graph.org/entity/2764734446","Applied Psychology (Q4); Developmental and Educational Psychology (Q4); Social Psychology (Q4)"
"21608","http://ma-graph.org/entity/2764734955","Aerospace Engineering (Q2); Electrical and Electronic Engineering (Q2); Atomic and Molecular Physics, and Optics (Q3); Space and Planetary Science (Q4)"
"21633","http://ma-graph.org/entity/2764736540","Economics and Econometrics (Q4)"
"21640","http://ma-graph.org/entity/2764737005","Pharmacology (medical) (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)"
"21655","http://ma-graph.org/entity/2764738797","Cardiology and Cardiovascular Medicine (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
"21657","http://ma-graph.org/entity/2764739077","Geography, Planning and Development (Q2); Transportation (Q2); Urban Studies (Q2)"
"21661","http://ma-graph.org/entity/2764739311","Gastroenterology (Q3)"
"21677","http://ma-graph.org/entity/2764740449","Advanced and Specialized Nursing (Q2); Medical and Surgical Nursing (Q2); Anesthesiology and Pain Medicine (Q3); Medicine (miscellaneous) (Q3)"
"21679","http://ma-graph.org/entity/2764740522","Biomedical Engineering (Q4); Safety, Risk, Reliability and Quality (Q4)"
"21682","http://ma-graph.org/entity/2764740675","Animal Science and Zoology (Q1); Computer Networks and Communications (Q1); Instrumentation (Q1); Signal Processing (Q1)"
"21684","http://ma-graph.org/entity/2764740748","Agronomy and Crop Science (Q4); Applied Microbiology and Biotechnology (Q4); Food Science (Q4)"
"21691","http://ma-graph.org/entity/2764741950","Condensed Matter Physics (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4)"
"21700","http://ma-graph.org/entity/2764742808","Ophthalmology (Q2)"
"21702","http://ma-graph.org/entity/2764742887","Agronomy and Crop Science (Q3); Forestry (Q3); Atmospheric Science (Q4)"
"21725","http://ma-graph.org/entity/2764744400","Media Technology (Q2); Communication (Q3); Computer Networks and Communications (Q3); Management of Technology and Innovation (Q3)"
"21734","http://ma-graph.org/entity/2764745268","Complementary and Alternative Medicine (Q2)"
"21746","http://ma-graph.org/entity/2764746358","Multidisciplinary (Q4)"
"21747","http://ma-graph.org/entity/2764746420","Health (social science) (Q4); Medicine (miscellaneous) (Q4)"
"21748","http://ma-graph.org/entity/2764746430","Psychology (miscellaneous) (Q1)"
"21774","http://ma-graph.org/entity/2764747787","Business and International Management (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
"21792","http://ma-graph.org/entity/2764749032","Agronomy and Crop Science (Q4)"
"21795","http://ma-graph.org/entity/2764749258","Neurology (clinical) (Q3); Psychiatry and Mental Health (Q3)"
"21807","http://ma-graph.org/entity/2764749963","Environmental Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Environmental Chemistry (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
"21815","http://ma-graph.org/entity/2764750483","Pharmaceutical Science (Q3); Drug Discovery (Q4); Pharmacology (Q4)"
"21818","http://ma-graph.org/entity/2764750960","Development (Q4); Geography, Planning and Development (Q4)"
"21820","http://ma-graph.org/entity/2764750976","Cancer Research (Q4); Oncology (Q4)"
"21831","http://ma-graph.org/entity/2764752174","Cultural Studies (Q4); Literature and Literary Theory (Q4)"
"21839","http://ma-graph.org/entity/2764752770","History (Q3); Literature and Literary Theory (Q3); Religious Studies (Q3); Archeology (Q4); Archeology (arts and humanities) (Q4); Philosophy (Q4)"
"21846","http://ma-graph.org/entity/2764753230","Biochemistry (Q1); Biotechnology (Q1); Horticulture (Q1); Plant Science (Q1); Genetics (Q2)"
"21847","http://ma-graph.org/entity/2764753341","Chemical Engineering (miscellaneous) (Q2); Electrical and Electronic Engineering (Q2); Mechanical Engineering (Q3); Modeling and Simulation (Q3)"
"21851","http://ma-graph.org/entity/2764753852","Computer Science Applications (Q4); Engineering (miscellaneous) (Q4)"
"21854","http://ma-graph.org/entity/2764754063","Transportation (Q4)"
"21863","http://ma-graph.org/entity/2764754495","Automotive Engineering (Q2); Transportation (Q3)"
"21887","http://ma-graph.org/entity/2764756373","Pediatrics, Perinatology and Child Health (Q2); Genetics (clinical) (Q3)"
"21896","http://ma-graph.org/entity/2764756889","Energy Engineering and Power Technology (Q3)"
"21907","http://ma-graph.org/entity/2764757238","Multidisciplinary (Q1)"
"21915","http://ma-graph.org/entity/2764758188","Oral Surgery (Q3); Surgery (Q3)"
"21917","http://ma-graph.org/entity/2764758288","Ecology (Q3); Medicine (miscellaneous) (Q3); Ecology, Evolution, Behavior and Systematics (Q4)"
"21922","http://ma-graph.org/entity/2764758539","Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Drug Discovery (Q4)"
"21923","http://ma-graph.org/entity/2764758623","Language and Linguistics (Q3); Linguistics and Language (Q3); Education (Q4)"
"21925","http://ma-graph.org/entity/2764758691","Applied Mathematics (Q4); Biomedical Engineering (Q4)"
"21932","http://ma-graph.org/entity/2764759833","Materials Science (miscellaneous) (Q1)"
"21945","http://ma-graph.org/entity/2764760316","Law (Q4)"
"21947","http://ma-graph.org/entity/2764760416","Analysis (Q4); Geometry and Topology (Q4)"
"21948","http://ma-graph.org/entity/2764760482","Complementary and Alternative Medicine (Q3)"
"21959","http://ma-graph.org/entity/2764761265","Education (Q2); Health (social science) (Q2)"
"21961","http://ma-graph.org/entity/2764761532","Education (Q2)"
"21964","http://ma-graph.org/entity/2764761623","Religious Studies (Q1)"
"21967","http://ma-graph.org/entity/2764761869","Visual Arts and Performing Arts (Q2); Architecture (Q3); Cultural Studies (Q3); Urban Studies (Q4)"
"21968","http://ma-graph.org/entity/2764761873","Communication (Q4)"
"21982","http://ma-graph.org/entity/2764762859","Surgery (Q3)"
"21984","http://ma-graph.org/entity/2764763012","Computer Science Applications (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Biomedical Engineering (Q4); Computational Mechanics (Q4)"
"21997","http://ma-graph.org/entity/2764763979","Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Anthropology (Q2)"
"22007","http://ma-graph.org/entity/2764765116","Biochemistry (Q3); Molecular Biology (Q4)"
"22015","http://ma-graph.org/entity/2764765808","Education (Q2); Life-span and Life-course Studies (Q3)"
"22016","http://ma-graph.org/entity/2764765905","Electrical and Electronic Engineering (Q4)"
"22021","http://ma-graph.org/entity/2764766229","Neurology (clinical) (Q3)"
"22028","http://ma-graph.org/entity/2764766780","Environmental Engineering (Q4)"
"22035","http://ma-graph.org/entity/2764767580","Pharmaceutical Science (Q3)"
"22041","http://ma-graph.org/entity/2764767998","Engineering (miscellaneous) (Q4)"
"22043","http://ma-graph.org/entity/2764768042","Economics, Econometrics and Finance (miscellaneous) (Q2)"
"22045","http://ma-graph.org/entity/2764768273","Geology (Q4); Geotechnical Engineering and Engineering Geology (Q4)"
"22071","http://ma-graph.org/entity/2764769916","Chemistry (miscellaneous) (Q3)"
"22096","http://ma-graph.org/entity/2764771254","Complementary and Alternative Medicine (Q3)"
"22101","http://ma-graph.org/entity/2764771562","Communication (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2); Sociology and Political Science (Q2)"
"22110","http://ma-graph.org/entity/2764772175","Economics, Econometrics and Finance (miscellaneous) (Q3)"
"22115","http://ma-graph.org/entity/2764772712","Literature and Literary Theory (Q2); Cultural Studies (Q3); Anthropology (Q4)"
"22121","http://ma-graph.org/entity/2764772939","Applied Mathematics; Computer Science Applications; Library and Information Sciences; Statistics, Probability and Uncertainty"
"22123","http://ma-graph.org/entity/2764773172","Organizational Behavior and Human Resource Management (Q3); Management Science and Operations Research (Q4)"
"22137","http://ma-graph.org/entity/2764773711","Business and International Management (Q3); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)"
"22138","http://ma-graph.org/entity/2764773721","Cancer Research (Q4); Oncology (Q4)"
"22151","http://ma-graph.org/entity/2764775065","Obstetrics and Gynecology (Q3)"
"22162","http://ma-graph.org/entity/2764776173","Engineering (miscellaneous) (Q2)"
"22186","http://ma-graph.org/entity/2764778035","Electrical and Electronic Engineering (Q3); Computer Networks and Communications (Q4); Energy Engineering and Power Technology (Q4); Renewable Energy, Sustainability and the Environment (Q4)"
"22187","http://ma-graph.org/entity/2764778172","Nursing (miscellaneous) (Q2)"
